name,url,rating,number_of_ratings,price,asin,Manufacturer,Product Details,Details
American Tourister X-Bag Nylon 65 Cms Travel Duffle Bag (Black),https://www.amazon.in/American-Tourister-40X-09-009/dp/B00FRCNTUO/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1690028440&sr=8-273,4.3 out of 5 stars,393,839,B07P5X6NSN,American Tourister,"Outer Material: Nylon, Color: Black
Capacity: 83 Litres; Dimension: 65cm x 30cmx 33cm (L x W x H)","Product Dimensions : 65 x 30 x 33 cm; 930 Grams
Date First Available : 10 October 2013
Manufacturer : American Tourister
ASIN : B00FRCNTUO
Item model number : 40X (0) 09 009
Country of Origin : India
Department : Unisex
Manufacturer : American Tourister, Samsonite
Packer : Samsonite
Importer : SAMSONITE SOUTH ASIA PVT. LTD GAT NO.159 TO 163,GONDE,TALUKA-IGATPURI NASIK 422403;Tel No. 02553-229700
Item Weight : 930 g
Item Dimensions LxWxH : 65 x 30 x 33 Centimeters
Net Quantity : 1 Count
Generic Name : Duffle"
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1690028440&sr=8-274,4.2 out of 5 stars,207,449,B0C8BBNB8B,Uber Fashion Merchandise Pvt Ltd,"2-main zippered compartment, one inside sleeve for laptop, a front pocket with an organizer.
One zippered front pocket, one mesh zippered pocket & two mesh pockets on both sides.
Thick padding anti-sweat breathable air mesh & adjustable padded shoulder straps.
World’s best Japanese brand YKK zippers and sliders.
Comes with the F Gear promise of quality and durability.","Product Dimensions : 10 x 10 x 10 cm; 630 Grams
Date First Available : 19 June 2021
Manufacturer : Uber Fashion Merchandise Pvt Ltd
ASIN : B097K6KD7W
Item model number : 3814
Country of Origin : India
Department : unisex-adult
Manufacturer : Uber Fashion Merchandise Pvt Ltd, Uber Fashion Merchandise Pvt Ltd 17G 46 3 1Flr 2Stage Yeshwantpur Bangalore560022 contact@fgear.in 9066161590
Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560350
Item Weight : 630 g
Item Dimensions LxWxH : 10 x 10 x 10 Centimeters
Net Quantity : 1 Count
Generic Name : Laptop Backpack"
FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students Brown,https://www.amazon.in/Fur-Jaden-resistant-Backpack-BM100_Brown/dp/B07P5X6NSN/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1690028440&sr=8-275,4.2 out of 5 stars,2318,449,B0C8BBNB8B,No,"Style - Brown colour backpack for men made of PU leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 15 inch laptop with ease. Multiple pockets for other accessories and water bottle
USB Charging - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging.
Capacity: 30 liters; Weight: 650 grams; Dimensions: 30 cms x 20 cms x 44 cms (LxWxH)
Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life
Warranty- 100% genuine Fur Jaden Bags, 10 days no question asked replacement guarantee from the date of delivery. 6 Month manufacturer warranty against defects only. We do not provide free Power Bank with this Bag.","Is Discontinued By Manufacturer : No
Product Dimensions : 30 x 20 x 45 cm; 700 Grams
Date First Available : 17 December 2018
Manufacturer : Fur Jaden
ASIN : B07P5X6NSN
Item model number : BM100
Country of Origin : India
Department : Men
Manufacturer : Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028
Item Weight : 700 g
Item Dimensions LxWxH : 30 x 20 x 45 Centimeters
Net Quantity : 1 count
Included Components : 1 Laptop Backpack
Generic Name : Laptop Backpack"
"MuscleBlaze Gym Duffle Bag for Women and Men, Sports Bag, Weekender Bag, Black, 30 L",https://www.amazon.in/MuscleBlaze-Duffle-Women-Sports-Weekender/dp/B0C8BBNB8B/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1690028440&sr=8-276,5.0 out of 5 stars,3,812,B08JDK6VT1,Bright Lifecare Pvt. Ltd.,"SIDE NET POCKET: This 30-litre MuscleBlaze Gym Duffle Bag has a breathable side net pocket that is great for keeping your gym shaker, water bottle, mask, or sweaty gym clothes.
SECURE OUTSIDE POCKET: This MuscleBlaze Gym Duffle Bag has a secure outside pocket that has a sturdy and reliable zipper to keep your valuables like wallet, mobile, etc. safe as well as be easily accessible for you.
STURDY MAIN ZIPPER: This duffle bag for travel has a secure and sturdy main zipper which provides easy access to the main compartment that is spacious enough for sports equipment, gear, clothes, and shoes.
WATER-RESISTANT FABRIC: MuscleBlaze Duffle Bag for gym is made of high-quality fabric that is not only tough and lightweight but also water-resistant. It keeps your valuables safe even in light rain.
LONG-LASTING SILICON BADGE: MuscleBlaze Gym Duffle Bag has a long-lasting MB silicon badge instead of print.","Product Dimensions : 43 x 24 x 24 cm; 710 Grams
Date First Available : 16 June 2023
Manufacturer : Bright Lifecare Pvt. Ltd.
ASIN : B0C8BBNB8B
Item model number : NUT8681-01
Country of Origin : India
Department : unisex-adult
Manufacturer : Bright Lifecare Pvt. Ltd., Bright Lifecare Pvt. Ltd., T-01, 3rd Floor, parsavnath Arcadia, M.G Road, Sector-14, Gurugram (Haryana) -122001
Packer : Bright Lifecare Pvt. Ltd., T-01, 3rd Floor, parsavnath Arcadia, M.G Road, Sector-14, Gurugram (Haryana) -122001
Item Weight : 710 g
Item Dimensions LxWxH : 43 x 24 x 24 Centimeters
Net Quantity : 30.00 Liters
Generic Name : Gym Duffle Bag"
"MuscleBlaze Gym Duffle Bag for Women and Men, Sports Bag, Weekender Bag, Black, 30 L",https://www.amazon.in/MuscleBlaze-Duffle-Women-Sports-Weekender/dp/B0C8BBNB8B/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-275,5.0 out of 5 stars,3,598,B0BL3S5NC1,Bright Lifecare Pvt. Ltd.,"SIDE NET POCKET: This 30-litre MuscleBlaze Gym Duffle Bag has a breathable side net pocket that is great for keeping your gym shaker, water bottle, mask, or sweaty gym clothes.
SECURE OUTSIDE POCKET: This MuscleBlaze Gym Duffle Bag has a secure outside pocket that has a sturdy and reliable zipper to keep your valuables like wallet, mobile, etc. safe as well as be easily accessible for you.
STURDY MAIN ZIPPER: This duffle bag for travel has a secure and sturdy main zipper which provides easy access to the main compartment that is spacious enough for sports equipment, gear, clothes, and shoes.
WATER-RESISTANT FABRIC: MuscleBlaze Duffle Bag for gym is made of high-quality fabric that is not only tough and lightweight but also water-resistant. It keeps your valuables safe even in light rain.
LONG-LASTING SILICON BADGE: MuscleBlaze Gym Duffle Bag has a long-lasting MB silicon badge instead of print.","Product Dimensions : 43 x 24 x 24 cm; 710 Grams
Date First Available : 16 June 2023
Manufacturer : Bright Lifecare Pvt. Ltd.
ASIN : B0C8BBNB8B
Item model number : NUT8681-01
Country of Origin : India
Department : unisex-adult
Manufacturer : Bright Lifecare Pvt. Ltd., Bright Lifecare Pvt. Ltd., T-01, 3rd Floor, parsavnath Arcadia, M.G Road, Sector-14, Gurugram (Haryana) -122001
Packer : Bright Lifecare Pvt. Ltd., T-01, 3rd Floor, parsavnath Arcadia, M.G Road, Sector-14, Gurugram (Haryana) -122001
Item Weight : 710 g
Item Dimensions LxWxH : 43 x 24 x 24 Centimeters
Net Quantity : 30.00 Liters
Generic Name : Gym Duffle Bag"
Lavie Women's Sara Box Sling Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Sara-Front-Sling-Medium/dp/B08JDK6VT1/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-276,4.0 out of 5 stars,1876,1800,B0BWNBQXDZ,Bagzone Lifestyle Pvt Ltd,"These small zip bags are a stylish carry for ladies who like to take their trend game a notch higher. It is versatile, light weight, spacious and available in trendy colors. This sling bag is made from man-made leather & has little gold detail that adds uniqueness to the bag. It has a well-stitched inner lining for easy accessibility and storage. These bags are available in rich pebble & saffiano texture.
Dimension : 21 cm in length X 6 cm in width X 18 cm in height
The slings have a top zip closure for safety and comfort. It has a flat bottom to keep your stuff intact. The interior has 1 main compartment, 1 slip pocket alongside 1 zip pocket, providing options for multiple storage for phone, portable charger, keys, hairbrush, wallet, sunglasses etc.
This sling is perfect for women to carry for an office conference, a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious yet sturdy bag makes for a perfect gift for all your occasions
The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.","Product Dimensions : 20.5 x 6 x 18 cm; 300 Grams
Date First Available : 17 September 2020
Manufacturer : Bagzone Lifestyle Pvt Ltd
ASIN : B08JDK6VT1
Item model number : STGE924022N3
Country of Origin : India
Department : Women's
Manufacturer : Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Packer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Importer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Item Weight : 300 g
Item Dimensions LxWxH : 20.5 x 6 x 18 Centimeters
Net Quantity : 1.00 count
Included Components : Sling Bag
Generic Name : Sling Bag"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-277,3.9 out of 5 stars,826,399,B0C5HLBY7D,Northzone,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g
HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items
CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use
CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.
HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.","Product Dimensions : 18 x 12 x 7 cm; 499 Grams
Date First Available : 1 November 2022
Manufacturer : Northzone
ASIN : B0BL3S5NC1
Item model number : DINY01
Country of Origin : India
Department : unisex-adult
Manufacturer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086
Packer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086
Importer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086
Item Weight : 499 g
Item Dimensions LxWxH : 18 x 12 x 7 Centimeters
Net Quantity : 1.00 count"
"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/uppercase-Professional-Backpack-resistant-sustainable/dp/B0BWNBQXDZ/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-278,4.3 out of 5 stars,65,319,B077VFZHLL,Acefour Accessories Pvt. Ltd.,"Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material
Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side
Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty","Product Dimensions : 13.5 x 31 x 44 cm; 509 Grams
Date First Available : 23 February 2023
Manufacturer : Acefour Accessories Pvt. Ltd.
ASIN : B0BWNBQXDZ
Item model number : 2700EBP2BLU
Country of Origin : India
Department : unisex-adult
Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800
Packer : Acefour Accessories Pvt. Ltd.
Item Weight : 509 g
Item Dimensions LxWxH : 13.5 x 31 x 44 Centimeters
Net Quantity : 1.00 count"
Dybbuk 25 Ltrs Laptop Backpack for Office & Travel Use for Men & Women | Water Resistance Bag | Fit Up to 15.6-inch Laptop,https://www.amazon.in/Dybbuk-Laptop-Backpack-Resistance-15-6-inch/dp/B0C5HLBY7D/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-279,2.0 out of 5 stars,2,378,B0B2WBJ2H8,SHABA BAGS,"Care Instructions: Machine Wash
Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex
Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps
Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks
One Side Charging Port & One Side Water Bottle Pockets || One Main Compartment And A Front Pocket
Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry","Product Dimensions : 47 x 32 x 17 cm; 500 Grams
Date First Available : 17 May 2023
Manufacturer : SHABA BAGS
ASIN : B0C5HLBY7D
Item model number : 1231
Country of Origin : India
Department : unisex-adult
Manufacturer : SHABA BAGS, SHABA BAGS PLOT NO 262 INDER ENCLAVE PHASE 1 CONTACT NO 9354115195
Item Weight : 500 g
Item Dimensions LxWxH : 47 x 32 x 17 Centimeters
Net Quantity : 1.00 count"
DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),https://www.amazon.in/DZert-Polyester-Pink-School-Backpack/dp/B077VFZHLL/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-280,3.6 out of 5 stars,1918,259,B0862LF7HS,No,"Padded ergonomic shoulder straps for ultimate comfort. Exterior side beverage accessory holder
Two compartment backpack Sleeve for long books school bag with big spaces
Students can also fill all types of school books lunch box and water bottle bags
2 Chamber With Zip 1 Side Bottle Pocket.
School Bag, Backpack, Travelling Bag, Carry Bag, Picnic Bag","Is Discontinued By Manufacturer : No
Product Dimensions : 5.69 x 39.6 x 52.3 cm; 410 Grams
Date First Available : 30 November 2017
Manufacturer : Rushi Enterprise
ASIN : B077VFZHLL
Item model number : WISH-PINK
Country of Origin : India
Department : Unisex Kids
Manufacturer : Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Packer : Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Item Weight : 410 g
Item Dimensions LxWxH : 5.7 x 39.6 x 52.3 Centimeters
Net Quantity : 1 Count
Included Components : School Backpack
Generic Name : School Backpack"
ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-281,4.0 out of 5 stars,569,549,B0844R2GMK,ADISA,"Outer Material: PU / Synthetic Leather
Closure: Magnetic
Pockets: 1, Compartments: 1
Height Adjustable Sling belt
Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches","Product Dimensions : 18.42 x 6.35 x 15.88 cm; 375 Grams
Date First Available : 1 June 2022
Manufacturer : ADISA
ASIN : B0B2WBJ2H8
Item model number : SL5099-CRM
Country of Origin : India
Department : Women
Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer : ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight : 375 g
Item Dimensions LxWxH : 18.4 x 6.4 x 15.9 Centimeters
Net Quantity : 1.00 Handbag
Included Components : Sling Bag
Generic Name : Sling Bag"
F Gear Enzo Sports Waist Bag (.Red),https://www.amazon.in/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-282,4.2 out of 5 stars,910,7499,B0B7X8BYQJ,F Gear,"One zippered compartment suitable for keys/napkins/wallet/mobile etc.
One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.
This fanny pack is water resistant.
Premium YKK Japanese Zippers& sliders with an adjustable waist strap.
Comes with The F Gear promise of quality and durability.","Product Dimensions : 20 x 4 x 14 cm; 110 Grams
Date First Available : 18 March 2020
Manufacturer : F Gear
ASIN : B0862LF7HS
Item model number : 3303
Country of Origin : India
Department : unisex-adult
Manufacturer : F Gear, Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590
Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560213
Item Weight : 110 g
Item Dimensions LxWxH : 20 x 4 x 14 Centimeters
Net Quantity : 1 count
Included Components : Pack of 1 Waist Bag
Generic Name : Waist Bag"
"POLESTAR Space 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",https://www.amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-285,4.0 out of 5 stars,6363,1999,B09V1L5TXN,No,"?DIMENSIONS: 30 Cm x 23 Cm x 47 Cm, CAPACITY: 34 Litres; ?NUMBER OF COMPARTMENTS: 3 full size compartments, 1 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches<br>
?MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Orange<br>
?SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 1 front tiffin pocket, rain cover in the side pocket<br>
?CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product<br>
Special Features: Bottle Holder; Style Name: Daypack Backpacks; Pattern Name: Solid; Compartment Description: Up To 15 Inches<br>","Is Discontinued By Manufacturer : No
Product Dimensions : 47 x 30 x 23 cm; 550 Grams
Date First Available : 22 January 2020
Manufacturer : POLESTAR
ASIN : B0844R2GMK
Item model number : PS_SPACE_NAVYORG
Country of Origin : India
Department : unisex-adult
Manufacturer : POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com
Packer : JAI AMBAY ENTERPRISES, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar 140021, India +919914112308
Item Weight : 550 g
Item Dimensions LxWxH : 47 x 30 x 23 Centimeters
Net Quantity : 1.00 Number
Generic Name : Bag"
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/Mokobara-Backpack-Leather-Resistant-Laptop/dp/B0B7X8BYQJ/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-286,4.6 out of 5 stars,82,238,B0B1HNQHXD,Designed By Mokobara Lifestyle Private Limited,"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes
INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Fits upto a 16” laptop
FLAT OPENING TECH COMPARTMENT: 5 pockets to store your iPad, adapters and other tech accessories, Padded laptop compartment with lock strap
MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front compartment: slip pockets, pen pockets, zippered pockets, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket
MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)","Product Dimensions : 45 x 31 x 13.5 cm; 1.86 Kilograms
Date First Available : 28 July 2022
Manufacturer : Designed By Mokobara Lifestyle Private Limited
ASIN : B0B7X8BYQJ
Item model number : AllWork
Country of Origin : China
Department : unisex-adult
Manufacturer : Designed By Mokobara Lifestyle Private Limited
Packer : Mokobara Lifestyle Private Limited, Bangalore.
Importer : Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)
Item Weight : 1 kg 860 g
Item Dimensions LxWxH : 45 x 31 x 13.5 Centimeters
Net Quantity : 1.00 count"
(India) Dell EcoLoop Urban Backpack - Blue - CP4523B,https://www.amazon.in/India-Dell-EcoLoop-Urban-Backpack/dp/B09V1L5TXN/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-287,4.0 out of 5 stars,38,669,B08421BRQ2,"Dell, Dell","Product Type: Notebook carrying backpack
Notebook Compatibility: 57""
Capacity: 20 litres
Product Material: 100% recycled plastic, 420D fabric
Carrying Strap: Carrying strap, adjustable shoulder carrying straps
› See more product details","Information
Technical Details
Brand Dell
Manufacturer Dell, Dell
Series Ecoloop
Colour Blue
Item Height 45 Centimeters
Item Width 35 Centimeters
Product Dimensions 15 x 35 x 45 cm; 540 Grams
Item model number CP4523B
Are Batteries Included No
Included Components Documents, personal accessories, organiser front pocket, slip pockets, pencil slot, vertical front pocket
Manufacturer Dell
Country of Origin China
Item Weight 540 g
Additional Information
ASIN B09V1L5TXN
Customer Reviews 4.0
38 ratings
4.0 out of 5 stars
Best Sellers Rank #3,661 in Computers & Accessories (See Top 100 in Computers & Accessories)
#258 in Laptop Backpacks
Date First Available 30 May 2022
Packer Dell
Importer DIVYASREE GREENS,GR FLOOR,SY NOS.12/1 12/2A AND 13/1A, GHALLAGHATTA VILLAGE VARTHUR HOBLI, BANGALORE KA IN 560071
Item Dimensions LxWxH 15 x 35 x 45 Centimeters
Generic Name Backpack
Feedback
Would you like to tell us about a lower price?"
Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink),https://www.amazon.in/Flamingo-Cosmetic-Sichumaria-Water-Resistant-Organizer/dp/B0B1HNQHXD/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-288,3.9 out of 5 stars,72,1497,B0BY9DG85L,sions : 18 x 9 x 13 cm; 60 Grams,"???BEAUTIFUL DESIGN? - Makeup Organizer double-sided printed with flamingo, vibrant color without fade after washed many times.; ???RELIABLE MATERIAL? - Flamingo Cosmetic Bag made of soft polyester material and coated with water-resistant fabric, sponge lining and high-graded zipper, reusable and durable, lightweight and scratch-resistant . <br>
???SPACIOUS SIZE? - The Toiletry Organizer Pouch measures approximately 18 X 13 X 9 cm, compact and roomy. Perfect to hold beauty essentials and travel makeup must-haves, especially for makeup brushes. <br>
???VERSATILE USE? - A Makeup Cosmetic Bags pouch to organize all your essentials like toiletries, cosmetics, art supplies, tools, pencils and other personal items in your day bag or during traveling. <br>
???STYLISH MUST-HAVE? - A fashionable Makeup Storage Toiletry Bag for girls and women ! Attractive design and vivid looking is suitable for all beauty tools and stationery organizer, best gift for all festivals! <br>
Style Name: Travel Accessories; Pattern Name: Solid; Age Range Description: Adult <br>","Product Dimensions : 18 x 9 x 13 cm; 60 Grams
Date First Available : 17 May 2022
ASIN : B0B1HNQHXD
Country of Origin : India
Item Weight : 60 g
Item Dimensions LxWxH : 18 x 9 x 13 Centimeters
Net Quantity : 1 count"
"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/POLESTAR-Ranker-Casual-Bagpack-Backpack/dp/B08421BRQ2/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1690028451&sr=8-289,4.1 out of 5 stars,7568,2099,B07P6CNKHV,No,"Care Instructions: Wipe with Damp Cloth
PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 30 Cm x 20 Cm x 45 Cm 3 full size compartments, 1 front zipper & 2 side pockets, 1 Raincover pocket at bottom Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.
CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Ranker backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.
COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.
BENEFITS: 3 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, padded haul loop, two side water bottle pockets help keep your goods dry and body hydrated.
VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one RANKER BACKPACK by Polestar.","Is Discontinued By Manufacturer : No
Product Dimensions : 46 x 32 x 22 cm; 510 Grams
Date First Available : 19 January 2020
Manufacturer : POLESTAR
ASIN : B08421BRQ2
Item model number : PS_RANKER_BLUE
Country of Origin : India
Department : unisex-adult
Manufacturer : POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com
Packer : JAI AMBAY ENTERPRISES, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar 140021, India +919914112308
Item Weight : 510 g
Item Dimensions LxWxH : 46 x 32 x 22 Centimeters
Net Quantity : 1.00 Number
Generic Name : Casual Laptop Bag"
